,RHM.DE,ORCL,ASTS,JMIA,CATX,URI,HDMG.DE,LUNR,HAG.DE,SPY,META,NNE,TSM,RGTI,CCJ,SLV,QBTS,CAT,DE,GOOGL,LDO.MI,BEAM,RKLB,OKLO,BTC-USD,SOUN,TCEHY,GLD,MSFT,IONQ,SOL-USD,HO.PA,NVDA,ETH-USD,AMPX,LLY,BA.L,NURO,AAPL,VKTX
2014-01-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,815.94,,,,,,,,,,,,,,,
2014-01-02 00:00:00,38.7145,32.9961,,,5.1,76.49,,,,150.284,54.71,,13.8764,,17.747,19.23,,69.5125,75.6228,27.7275,,,,,856.91,,,118.0,31.0601,,,,0.37402,,,41.2491,,,17.1571,
2014-01-03 00:00:00,39.2026,32.8049,,,5.0,77.16,,,,150.255,54.56,,13.7155,,17.5518,19.42,,69.474,75.9536,27.5252,,,,,884.26,,,119.29,30.8502,,,,0.36954,,,41.5542,,,16.7789,
2014-01-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,924.69,,,,,,,,,,,,,,,
2014-01-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,1014.74,,,,,,,,,,,,,,,
2014-01-06 00:00:00,39.2292,32.6731,,,5.3,77.37,,,,149.814,57.2,,13.675,,17.3436,19.42,,68.5615,75.3279,27.8321,,,,,1012.65,,,119.5,30.1979,,,,0.37452,,,41.9008,,,16.8714,
2014-01-07 00:00:00,39.349,33.0039,,,5.5,77.78,,,,150.745,57.92,,13.6829,,17.5707,19.13,,68.7844,75.6615,28.3687,,,,,879.9,,,118.82,30.4332,,,,0.380563,,,41.6255,,,16.7504,
2014-01-08 00:00:00,39.2958,32.891,,,5.5,78.78,,,,150.765,58.23,,13.826,,17.6245,18.83,,68.9511,74.8512,28.4279,,,,,938.84,,,118.12,29.8861,,,,0.385742,,,41.5621,,,16.8575,
2014-01-09 00:00:00,38.8742,32.8336,,,5.6,78.26,,,,150.857,57.22,,13.5605,,17.5259,18.84,,69.3892,74.5503,28.1539,,,,,936.95,,,118.46,29.6948,,,,0.371425,,,42.0237,,,16.6414,
2014-01-10 00:00:00,39.3402,33.2328,,,5.6,79.15,,,,151.28,57.94,,13.675,,17.6923,19.38,,70.0077,75.2007,28.1524,,,,,957.76,,,120.26,30.1205,,,,0.370926,,,42.2268,,,16.5305,
2014-01-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,1005.32,,,,,,,,,,,,,,,
2014-01-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,939.79,,,,,,,,,,,,,,,
2014-01-13 00:00:00,39.6109,32.9188,,,9.8,77.08,,,,149.239,55.91,,13.6829,,17.5259,19.68,,69.5293,74.9902,27.973,,,,,922.91,,,121.02,29.2356,,,,0.362217,,,42.3408,,,16.6178,
2014-01-14 00:00:00,39.4689,33.3229,,,8.2,78.82,,,,150.887,57.74,,14.062,,18.1465,19.42,,70.0462,75.1511,28.6313,,,,,919.28,,,119.89,29.9039,,,,0.373551,,,42.6428,,,16.9491,
2014-01-15 00:00:00,40.0946,33.4942,,,8.1,81.68,,,,151.711,57.6,,14.207,,18.7761,19.4,,71.4775,75.2365,28.6118,,,,,941.22,,,119.66,30.7243,,,,0.377567,,,43.4285,,,17.2887,
2014-01-16 00:00:00,41.0931,33.3873,,,8.3,82.01,,,,151.5,57.19,,14.6858,,19.3419,19.35,,71.6314,75.2613,28.8011,,,,,913.49,,,119.79,30.8337,,,,0.378766,,,44.966,,,17.1913,
2014-01-17 00:00:00,42.1004,33.3229,,,8.6,81.09,,,,150.857,56.3,,14.3788,,19.1576,19.51,,71.1895,74.8601,28.6591,,,,,894.16,,,120.93,30.4078,,,,0.377087,,,44.85,,,16.77,
2014-01-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,905.72,,,,,,,,,,,,,,,
2014-01-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,954.8,,,,,,,,,,,,,,,
2014-01-20 00:00:00,41.985,,,,,,,,,,,,,,,,,,,,,,,,955.95,,,,,,,,,,,,,,,
2014-01-21 00:00:00,41.3993,33.2328,,,9.3,81.51,,,,151.309,58.51,,14.3137,,20.1459,19.17,,70.5326,74.885,28.9874,,,,,962.21,,,119.7,30.23,,,,0.378546,,,45.2056,,,17.0323,
2014-01-22 00:00:00,41.6655,33.1169,,,8.0,81.59,,,,151.394,57.51,,14.5317,,19.7454,19.03,,69.7887,74.2791,29.0202,,,,,950.95,,,119.19,30.0288,,,,0.378067,,,45.2136,,,17.1069,
2014-01-23 00:00:00,41.5235,33.2694,,,8.5,83.32,,,,150.179,56.63,,14.3215,,19.324,19.26,,68.8871,73.6267,28.8978,,,,,944.16,,,121.79,30.1383,,,,0.376588,,,44.8421,,,17.2513,
2014-01-24 00:00:00,40.8623,32.3621,,,7.5,79.5,,,,146.944,54.45,,14.217,,19.0999,19.16,,67.0847,71.6753,27.9945,,,,,916.55,,,122.29,30.7652,,,,0.366914,,,44.0079,,,16.9382,
2014-01-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,961.05,,,,,,,,,,,,,,,
2014-01-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,1007.0,,,,,,,,,,,,,,,
2014-01-27 00:00:00,40.4984,31.8194,,,7.0,78.23,,,,146.227,53.55,,13.8764,,19.4316,18.89,,71.0711,72.0596,27.4316,,,,,943.54,,,120.96,30.1136,,,,0.364567,,,44.0159,,,17.0755,
2014-01-28 00:00:00,41.5235,32.3533,,,7.7,81.56,,,,147.098,55.14,,13.8853,,19.1955,18.85,,71.9885,72.5462,27.9735,,,,,932.68,,,120.95,30.315,,,,0.368113,,,44.0971,,,15.7114,
2014-01-29 00:00:00,41.5856,32.2384,,,7.9,79.99,,,,145.72,53.53,,13.7619,,19.055,19.02,,70.5502,71.99,27.5731,,,,,925.67,,,122.47,30.6391,,,,0.364567,,,43.8356,,,15.5326,
2014-01-30 00:00:00,41.7365,32.6157,,,7.8,81.6,,,,147.25,61.08,,13.8675,,19.2045,18.49,,72.5597,72.5383,28.2825,,,,,941.39,,,119.77,30.8083,,,,0.370677,,,43.3175,,,15.5022,
2014-01-31 00:00:00,42.2247,32.175,,,7.4,80.94,,,,146.359,62.57,,13.6908,,18.5231,18.45,,73.1142,72.0159,29.4174,,,,,938.85,,,120.09,31.6268,,,,0.370227,,,43.9188,,,15.5268,
2014-02-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,940.42,,,,,,,,,,,,,,,
2014-02-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,953.31,,,,,,,,,,,,,,,
2014-02-03 00:00:00,41.7543,31.2479,,,7.2,74.46,,,,143.068,61.48,,13.5675,,17.6245,18.61,,71.9511,71.0298,28.2336,,,,,931.71,,,121.32,30.4899,,,,0.365265,,,42.8202,,,15.5561,
2014-02-04 00:00:00,41.559,31.3588,,,7.2,76.87,,,,144.111,62.75,,13.5458,,17.8686,18.75,,72.0132,71.3059,28.3512,,,,,926.64,,,120.99,30.3814,,,,0.367384,,,43.1769,,,15.7802,
2014-02-05 00:00:00,41.843,31.3499,,,7.2,76.81,,,,143.909,62.19,,13.3167,,17.7729,19.07,,71.594,70.9632,28.4768,,,,,904.52,,,121.29,29.9389,,,,0.364117,,,42.8698,,,15.8988,
2014-02-06 00:00:00,42.6596,32.0205,,,7.2,79.45,,,,145.832,62.16,,13.7461,,17.9034,19.17,,73.049,71.575,28.8943,,,,,828.87,,,121.24,30.239,,,,0.368841,,,42.8698,,,15.9913,
2014-02-07 00:00:00,43.2054,32.4285,,,7.5,80.6,,,,147.604,64.32,,13.8853,,18.5051,19.27,,73.8599,72.5214,29.3297,,,,,695.65,,,122.17,30.5552,,,,0.37427,,,43.268,,,16.2152,
2014-02-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,648.78,,,,,,,,,,,,,,,
2014-02-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,659.57,,,,,,,,,,,,,,,
2014-02-10 00:00:00,42.5619,32.5276,,,7.4,79.18,,,,147.892,63.55,,13.9642,,17.9353,19.29,,73.5709,73.1917,29.2171,,,,,582.63,,,122.92,30.7575,,,,0.375419,,,43.8851,,,16.507,
2014-02-11 00:00:00,43.9199,32.9961,,,7.3,81.91,,,,149.489,64.85,,14.0689,,18.1375,19.45,,73.9299,73.2761,29.647,,,,,578.96,,,124.36,31.0671,,,,0.383128,,,44.324,,,16.723,
2014-02-12 00:00:00,44.5278,33.1962,,,7.5,82.63,,,,149.566,64.45,,14.062,,18.5231,19.43,,74.874,72.8064,29.5598,,,,,531.13,,,124.43,31.3181,,,,0.396847,,,43.7505,,,16.721,
2014-02-13 00:00:00,44.9627,33.5032,,,7.2,82.71,,,,150.352,67.33,,14.1192,,18.5918,19.74,,74.8237,71.9276,29.8891,,,,,451.44,,,125.49,31.4313,,,,0.409358,,,43.8821,,,16.988,
2014-02-14 00:00:00,45.5929,33.1169,,,7.2,83.31,,,,151.173,67.09,,14.4745,,18.9534,20.65,,75.167,71.9176,29.9614,,,,,427.68,,,127.15,31.4402,,,,0.422259,,,44.4725,,,16.9751,
2014-02-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,371.07,,,,,,,,,,,,,,,
2014-02-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,299.8,,,,,,,,,,,,,,,
2014-02-17 00:00:00,45.8503,,,,,,,,,,,,,,,,,,,,,,,,272.28,,,,,,,,,,,,,,,
2014-02-18 00:00:00,46.2852,33.109,,,6.9,85.11,,,,151.346,67.3,,14.3926,,18.9156,21.13,,75.1749,71.2989,30.1626,,,,,293.95,,,127.4,31.5113,,,,0.422029,,,45.3354,,,17.038,
2014-02-19 00:00:00,46.9952,33.0237,,,7.7,84.59,,,,150.361,68.06,,14.3699,,18.7203,20.63,,74.9026,70.6196,29.9499,,,,,261.53,,,126.27,31.5878,,,,0.427731,,,47.6654,,,16.7672,
2014-02-20 00:00:00,47.368,33.3705,,,7.8,86.78,,,,151.242,69.63,,14.3137,,18.3298,21.0,,75.455,71.3138,29.9938,,,,,111.92,,,127.6,31.7879,,,,0.442848,,,47.6307,,,16.5738,
2014-02-21 00:00:00,47.8117,33.2238,,,7.2,86.59,,,,151.06,68.59,,14.3551,,18.4613,20.97,,75.9099,70.9552,29.9863,,,,,111.56,,,127.58,31.9822,,,,0.439582,,,47.5594,,,16.389,
2014-02-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,255.59,,,,,,,,,,,,,,,
2014-02-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,310.17,,,,,,,,,,,,,,,
2014-02-24 00:00:00,48.1934,33.2595,,,7.4,87.43,,,,151.919,70.78,,14.3137,,18.4972,21.18,,75.7677,71.0466,30.2035,,,,,174.0,,,128.99,31.7401,,,,0.445924,,,47.6119,,,16.4606,
2014-02-25 00:00:00,48.2378,33.3517,,,7.6,87.9,,,,151.861,69.85,,14.2564,,20.0084,21.02,,75.0575,70.419,30.3898,,,,,135.78,,,129.21,31.6111,,,,0.443947,,,47.9834,,,16.2908,
2014-02-26 00:00:00,47.8472,33.5745,,,8.5,86.21,,,,151.861,69.26,,14.4242,,20.9518,20.42,,75.6721,70.6693,30.3938,,,,,593.14,,,128.11,31.5554,,,,0.443208,,,48.1319,,,16.1426,
2014-02-27 00:00:00,48.0603,33.9667,,,8.3,88.08,,,,152.64,68.94,,14.5723,,20.9518,20.46,,75.2854,71.1897,30.37,,,,,596.49,,,128.2,31.8817,,,,0.438247,,,48.8562,,,16.4644,
2014-02-28 00:00:00,48.6194,34.1034,,,7.8,88.34,,,,153.032,68.46,,14.6206,,21.1779,20.35,,75.4946,71.99,30.2818,,,,,573.94,,,127.62,32.2587,,,,0.435332,,,48.9087,,,16.4215,
2014-03-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,557.39,,,,,,,,,,,,,,,
2014-03-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,544.56,,,,,,,,,,,,,,,
2014-03-03 00:00:00,47.6076,33.5824,,,8.1,87.5,,,,151.979,67.41,,14.589,,21.4558,20.62,,74.9786,72.8541,29.9584,,,,,662.18,,,130.29,31.8112,,,,0.433332,,,48.4381,,,16.4674,
2014-03-04 00:00:00,48.6638,34.3678,,,8.5,90.52,,,,154.112,68.8,,14.596,,21.7158,20.37,,75.534,72.58,30.2633,,,,,661.85,,,128.68,32.3449,,,,0.437748,,,49.1077,,,16.5767,
2014-03-05 00:00:00,51.3619,34.4461,,,8.5,89.33,,,,154.247,71.57,,14.8802,,21.2437,20.36,,75.0269,72.8223,30.3465,,,,,658.3,,,128.89,32.0927,,,,0.441482,,,48.7641,,,16.6118,
2014-03-06 00:00:00,50.7406,34.4104,,,8.2,88.5,,,,154.582,70.84,,15.2671,,21.2536,20.66,,75.9848,73.9186,30.3798,,,,,648.26,,,130.17,32.1268,,,,0.435332,,,48.1826,,,16.5608,
2014-03-07 00:00:00,49.4892,33.8587,,,8.1,88.49,,,,154.658,69.8,,15.1871,,21.1401,20.08,,75.5576,74.3944,30.2603,,,,,616.73,,,129.09,31.9158,,,,0.434902,,,48.0755,,,16.551,
2014-03-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,609.21,,,,,,,,,,,,,,,
2014-03-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,627.05,,,,,,,,,,,,,,,
2014-03-10 00:00:00,48.8857,33.8855,,,7.9,91.82,,,,154.563,72.03,,15.3402,,21.4558,20.01,,75.3249,74.1659,30.1796,,,,,612.97,,,129.13,31.8455,,,,0.42848,,,48.3272,,,16.5658,
2014-03-11 00:00:00,48.9123,33.9211,,,8.1,89.95,,,,153.805,70.1,,15.1871,,20.9587,20.04,,75.3919,74.6565,29.8916,,,,,608.69,,,129.86,32.0154,,,,0.432832,,,47.9428,,,16.7259,
2014-03-12 00:00:00,47.6165,33.5903,,,8.3,91.92,,,,153.854,70.88,,15.7192,,21.15,20.47,,75.3781,74.4302,30.0734,,,,,619.43,,,131.76,32.2265,,,,0.433902,,,48.5728,,,16.7426,
2014-03-13 00:00:00,46.6047,32.8336,,,8.7,89.31,,,,152.131,68.83,,15.5918,,21.8045,20.36,,74.436,73.7111,29.6192,,,,,625.04,,,132.21,31.9071,,,,0.420231,,,47.8695,,,16.5578,
2014-03-14 00:00:00,46.4627,32.7881,,,11.1,90.09,,,,151.711,67.72,,15.2928,,20.8013,20.62,,74.2674,73.0596,29.2141,,,,,614.03,,,133.1,31.748,,,,0.422029,,,48.3044,,,16.3732,
2014-03-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,624.03,,,,,,,,,,,,,,,
2014-03-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,619.14,,,,,,,,,,,,,,,
2014-03-17 00:00:00,47.2881,33.3289,,,11.3,90.91,,,,153.07,68.74,,15.4625,,21.1221,20.33,,74.4853,73.299,29.6949,,,,,606.38,,,131.64,32.0398,,,,0.422029,,,48.3044,,,16.4373,
2014-03-18 00:00:00,47.865,33.8667,,,10.9,91.88,,,,154.17,69.19,,15.5168,,21.3343,20.01,,75.0575,73.453,30.1721,,,,,598.93,,,130.62,33.3027,,,,0.432105,,,48.7392,,,16.5816,
2014-03-19 00:00:00,47.4834,33.6121,,,25.5,92.66,,,,153.339,68.24,,15.2759,,20.8681,19.79,,74.7714,73.1311,29.8727,,,,,594.96,,,128.09,33.0654,,,,0.439652,,,48.4529,,,16.5777,
2014-03-20 00:00:00,45.5396,33.4596,,,33.0,94.76,,,,154.247,66.97,,15.2513,,20.895,19.52,,74.9026,73.3675,29.8209,,,,,565.99,,,127.86,33.9601,,,,0.439832,,,48.0587,,,16.4972,
2014-03-21 00:00:00,46.0367,32.6989,,,24.2,94.91,,,,153.634,67.24,,14.9937,,20.8771,19.52,,75.8231,75.2703,29.4692,,,,,549.6,,,128.47,33.8183,,,,0.439194,,,47.4089,,,16.6276,
2014-03-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,564.34,,,,,,,,,,,,,,,
2014-03-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,551.16,,,,,,,,,,,,,,,
2014-03-24 00:00:00,44.2216,33.2961,,,23.7,92.69,,,,153.003,64.1,,15.0815,,20.8412,19.21,,75.4018,74.157,28.8434,,,,,567.56,,,126.18,34.1028,,,,0.437018,,,47.0987,,,16.825,
2014-03-25 00:00:00,44.8651,33.4864,,,20.6,93.13,,,,153.73,64.89,,15.4704,,20.2505,19.22,,76.7582,74.6476,28.8634,,,,,562.89,,,126.41,33.9669,,,,0.437018,,,46.9413,,,17.0059,
2014-03-26 00:00:00,45.9745,34.0756,,,23.2,91.68,,,,152.62,60.38,,15.4448,,19.9038,19.02,,76.1416,74.0031,28.1968,,,,,562.45,,,125.41,33.5049,,,,0.427063,,,47.1641,,,16.8427,
2014-03-27 00:00:00,45.3799,34.2213,,,23.5,90.83,,,,152.324,60.97,,15.7103,,20.0572,19.0,,76.6477,74.0388,27.7564,,,,,460.45,,,124.59,33.1446,,,,0.42133,,,47.2038,,,16.77,
2014-03-28 00:00:00,45.6994,34.5035,,,23.1,92.43,,,,153.051,60.01,,15.8918,,20.1698,19.06,,77.3787,74.7876,27.9028,,,,,482.61,,,124.56,33.9368,,,,0.423957,,,47.272,,,16.7514,
2014-03-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,477.11,,,,,,,,,,,,,,,
2014-03-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,446.92,,,,,,,,,,,,,,,
2014-03-31 00:00:00,45.3089,35.6772,,,22.0,94.94,,,,154.313,60.24,,16.1979,,20.0761,19.04,,77.3629,76.5176,27.7624,,,,,444.66,,,123.61,34.5158,,,,0.424177,,,48.2955,,,16.7465,
2014-04-01 00:00:00,46.1609,36.1804,,,26.3,95.94,,,,155.348,62.62,,16.4406,,21.0683,19.06,,77.7053,77.0132,28.27,,,,,463.45,,,123.39,34.8792,,,,0.441712,,,48.2648,,,16.9015,
2014-04-02 00:00:00,46.2053,35.8684,,,31.2,95.04,,,,155.834,62.72,,16.2116,,21.1181,19.19,,79.8982,77.4432,28.275,,,,,424.37,,,124.32,34.8169,,,,0.438944,,,48.5352,,,16.9303,
2014-04-03 00:00:00,46.4272,35.2027,,,30.9,94.57,,,,155.625,59.49,,16.1357,,21.2586,19.06,,79.836,77.5752,28.3841,,,,,436.31,,,123.92,34.5315,,,,0.443707,,,48.3876,,,16.8114,
2014-04-04 00:00:00,46.7023,34.9651,,,30.3,91.87,,,,153.797,56.75,,15.9945,,21.4887,19.16,,79.5411,77.3826,27.059,,,,,444.36,,,125.57,33.5742,,,,0.429938,,,48.4212,,,16.5944,
2014-04-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,456.63,,,,,,,,,,,,,,,
2014-04-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,455.69,,,,,,,,,,,,,,,
2014-04-07 00:00:00,45.8059,34.5194,,,31.6,85.66,,,,152.113,56.95,,15.9708,,20.2624,19.13,,78.7213,76.8115,26.9338,,,,,462.38,,,124.91,33.5149,,,,0.431377,,,48.0982,,,16.3359,
2014-04-08 00:00:00,45.1846,35.1949,,,29.7,87.9,,,,152.725,58.19,,16.1672,,20.6728,19.23,,79.7147,77.9824,27.7748,,,,,466.56,,,126.09,33.5321,,,,0.446743,,,48.0675,,,16.3349,
2014-04-09 00:00:00,45.7526,35.7485,,,28.2,90.98,,,,154.391,62.41,,16.3034,,20.6728,19.11,,80.1891,78.6885,28.2496,,,,,457.34,,,126.32,34.0813,,,,0.446294,,,49.5813,,,16.548,
2014-04-10 00:00:00,45.584,34.8007,,,26.6,88.17,,,,151.127,59.16,,16.033,,20.2963,19.27,,79.6151,78.1523,27.2358,,,,,384.63,,,127.01,33.1446,,,,0.435332,,,48.1319,,,16.3359,
2014-04-11 00:00:00,44.9272,34.0905,,,28.0,87.41,,,,149.769,58.53,,16.0942,,20.1289,19.19,,78.9906,77.5355,26.7909,,,,,435.14,,,126.93,33.0167,,,,0.429209,,,47.9586,,,16.2132,
2014-04-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,437.65,,,,,,,,,,,,,,,
2014-04-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,427.6,,,,,,,,,,,,,,,
2014-04-14 00:00:00,43.7601,34.6125,,,26.3,87.18,,,,150.944,58.89,,16.3922,,20.2963,19.21,,80.0185,77.898,27.1615,,,,,478.38,,,127.85,32.9951,,,,0.433902,,,48.3688,,,16.2781,
2014-04-15 00:00:00,43.2631,34.7472,,,24.5,88.49,,,,152.008,59.09,,16.5946,,19.8958,18.88,,79.7946,77.8156,27.3359,,,,,526.43,,,125.49,33.4719,,,,0.437018,,,48.7541,,,16.1621,
2014-04-16 00:00:00,43.7956,35.0978,,,23.9,91.49,,,,153.586,59.72,,16.3034,,19.8958,18.88,,80.6006,78.4948,28.0932,,,,,536.95,,,125.54,34.0178,,,,0.437997,,,49.1999,,,16.1935,
2014-04-17 00:00:00,44.5101,35.0572,,,24.0,93.47,,,,153.797,58.94,,16.7644,,19.9895,18.88,,80.5286,78.7053,27.0689,,,,,502.0,,,124.75,33.6934,,,,0.439652,,,49.5813,,,16.3801,
2014-04-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,485.52,,,,,,,,,,,,,,,
2014-04-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,506.02,,,,,,,,,,,,,,,
2014-04-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,498.51,,,,,,,,,,,,,,,
2014-04-21 00:00:00,,35.1949,,,22.8,93.25,,,,154.342,61.24,,16.6341,,20.4796,18.67,,80.3806,78.471,26.8711,,,,,495.16,,,124.24,33.633,,,,0.443208,,,49.9389,,,16.5748,
2014-04-22 00:00:00,45.7083,35.388,,,23.4,96.1,,,,155.041,63.03,,16.6341,,20.4885,18.71,,81.2062,78.6567,27.1765,,,,,487.91,,,123.78,33.6768,,,,0.446973,,,49.2563,,,16.5905,
2014-04-23 00:00:00,45.1669,34.8007,,,22.6,94.46,,,,154.667,61.36,,16.5137,,20.1638,18.69,,80.9557,78.8484,26.7784,,,,,487.3,,,123.76,33.422,,,,0.452224,,,48.872,,,16.3761,
2014-04-24 00:00:00,45.2468,34.766,,,22.6,95.02,,,,154.994,60.87,,16.6341,,20.0403,18.92,,82.4512,79.1185,26.6255,,,,,500.29,,,124.56,33.5647,,,,0.456299,,,48.1479,,,17.7169,
2014-04-25 00:00:00,43.7379,34.5015,,,21.8,92.35,,,,153.71,57.71,,16.11,,19.587,18.94,,81.9826,78.4879,26.0605,,,,,464.49,,,125.43,33.6047,,,,0.443707,,,48.0013,,,17.8454,
2014-04-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,457.87,,,,,,,,,,,,,,,
2014-04-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,443.18,,,,,,,,,,,,,,,
2014-04-28 00:00:00,43.0235,35.0978,,,20.4,90.37,,,,154.21,56.14,,16.4249,,19.1925,18.85,,81.6373,78.1751,26.0545,,,,,441.92,,,124.88,34.4141,,,,0.441712,,,48.3876,,,18.5377,
2014-04-29 00:00:00,42.7572,35.082,,,18.6,92.89,,,,154.916,58.15,,16.262,,18.6476,18.76,,82.47,78.9824,26.7197,,,,,446.12,,,124.86,34.1115,,,,0.442709,,,48.9176,,,18.483,
2014-04-30 00:00:00,42.4466,35.7485,,,24.1,93.83,,,,155.406,59.78,,16.262,,18.6655,18.46,,82.5331,78.6567,26.6474,,,,,445.63,,,124.22,34.0178,,,,0.437498,,,48.4945,,,18.4124,
2014-05-01 00:00:00,,35.8327,,,21.2,93.17,,,,155.424,61.15,,15.9945,,18.5081,18.35,,82.2894,78.5544,26.8293,,,,,460.13,,,123.8,33.6848,,,,0.439832,,,48.8393,,,18.4553,
2014-05-02 00:00:00,43.0457,35.695,,,22.4,94.0,,,,155.185,60.46,,15.8761,,18.4633,18.69,,82.2371,78.3022,26.5971,,,,,453.67,,,125.06,33.422,,,,0.43655,,,48.4778,,,18.49,
2014-05-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,438.65,,,,,,,,,,,,,,,
2014-05-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,436.05,,,,,,,,,,,,,,,
2014-05-05 00:00:00,42.4998,36.0417,,,23.4,94.45,,,,155.501,61.22,,15.9057,,18.0608,18.84,,81.8435,78.1055,26.6698,,,,,430.87,,,126.22,33.2022,,,,0.441232,,,48.3122,,,18.7511,
2014-05-06 00:00:00,41.6345,35.8703,,,25.3,93.43,,,,154.122,58.53,,16.183,,17.8855,18.8,,81.3453,78.1751,26.0341,,,,,432.19,,,125.98,32.8897,,,,0.432353,,,48.0498,,,18.5476,
2014-05-07 00:00:00,41.9478,35.9149,,,26.7,93.34,,,,155.032,57.39,,16.4485,,17.7092,18.57,,81.9244,79.6597,25.8064,,,,,446.55,,,124.17,33.1945,,,,0.432832,,,48.5352,,,18.483,
2014-05-08 00:00:00,45.2957,35.7426,,,25.2,92.89,,,,154.859,56.76,,16.5946,,17.4562,18.44,,82.1878,79.4482,25.9146,,,,,441.11,,,124.17,33.378,,,,0.438247,,,48.8225,,,18.4504,
2014-05-09 00:00:00,44.7586,35.8971,,,23.0,93.47,,,,155.109,57.24,,16.5137,,17.8238,18.42,,82.2796,79.4978,26.2358,,,,,445.45,,,124.1,33.2979,,,,0.427543,,,48.7065,,,18.374,
2014-05-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,451.9,,,,,,,,,,,,,,,
2014-05-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,433.23,,,,,,,,,,,,,,,
2014-05-12 00:00:00,45.8597,36.6895,,,24.4,97.67,,,,156.62,59.83,,16.6607,,18.0857,18.78,,83.1674,78.9159,26.8243,,,,,438.21,,,124.94,33.6604,,,,0.440082,,,48.7541,,,18.6019,
2014-05-13 00:00:00,45.6269,36.636,,,24.0,97.65,,,,156.763,59.83,,16.6983,,17.7092,18.77,,83.9111,78.8822,26.9793,,,,,433.92,,,124.6,34.2746,,,,0.433072,,,49.6754,,,18.6301,
2014-05-14 00:00:00,44.7586,36.6261,,,24.6,96.73,,,,155.98,59.23,,16.6519,,17.6823,19.0,,83.4268,77.2743,26.624,,,,,442.63,,,125.81,34.1252,,,,0.428709,,,49.7209,,,18.6341,
2014-05-15 00:00:00,43.398,36.6716,,,23.5,94.44,,,,154.63,57.92,,16.7151,,17.4362,18.74,,82.2194,76.8622,26.3605,,,,,448.1,,,124.77,33.5801,,,,0.426366,,,48.1577,,,18.475,
2014-05-16 00:00:00,41.997,36.4617,,,23.1,95.36,,,,155.175,58.02,,16.8049,,17.3147,18.61,,83.0272,76.9098,26.3195,,,,,453.63,,,124.5,33.7773,,,,0.425386,,,48.2688,,,18.7482,
2014-05-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,452.79,,,,,,,,,,,,,,,
2014-05-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,450.14,,,,,,,,,,,,,,,
2014-05-19 00:00:00,42.0731,36.8736,,,23.0,96.61,,,,155.711,59.21,,16.7151,,17.4362,18.63,,82.5262,76.4034,26.8441,,,,,443.9,,,124.58,33.7092,,,,0.439194,,,48.5242,,,18.971,
2014-05-20 00:00:00,42.2074,36.3487,,,22.6,96.38,,,,154.754,58.56,,16.5946,,16.8335,18.65,,79.5341,75.7966,26.9218,,,,,484.57,,,124.69,33.6514,,,,0.434002,,,48.5332,,,18.974,
