,RHM.DE,ORCL,ASTS,JMIA,CATX,URI,HDMG.DE,LUNR,HAG.DE,SPY,META,NNE,TSM,RGTI,CCJ,SLV,QBTS,CAT,DE,GOOGL,LDO.MI,BEAM,RKLB,OKLO,BTC-USD,SOUN,TCEHY,GLD,MSFT,IONQ,SOL-USD,HO.PA,NVDA,ETH-USD,AMPX,LLY,BA.L,NURO,AAPL,VKTX
2017-11-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,8754.69,,,,,,,,,464.61,,,,,,
2017-11-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,9318.42,,,,,,,,,470.54,,,,,,
2017-11-27 00:00:00,97.8187,44.9964,,,4.75,153.36,,,,230.48,183.03,,36.6547,,8.86784,16.1,,121.229,137.593,53.4069,,,,,9733.2,,,122.83,77.7062,,,,5.29599,475.24,,77.0724,,,40.7687,3.02
2017-11-28 00:00:00,98.89,45.1153,,,4.7,156.6,,,,232.787,182.42,,36.5135,,8.70397,15.91,,122.827,138.129,52.9725,,,,,9906.04,,,122.81,78.642,,,,5.21062,466.27,,77.2914,,,40.5341,2.82
2017-11-29 00:00:00,99.0763,44.6666,,,4.5,157.84,,,,232.652,175.13,,35.1573,,8.81007,15.64,,122.018,137.275,51.6816,,,,,9837.86,,,122.04,77.2128,,,,4.85585,427.42,,77.211,,,39.6921,2.72
2017-11-30 00:00:00,99.5887,45.1638,,,4.5,159.48,,,,234.701,177.18,,35.3281,,9.04128,15.51,,124.73,138.556,51.6213,,,,,9946.76,,,121.1,77.9856,,,,4.9634,434.85,,76.9178,,,40.2433,3.04
2017-12-01 00:00:00,98.2845,45.6679,,,4.584,157.09,,,,234.222,175.1,,35.4159,,9.13771,15.53,,125.066,138.636,51.0684,,,,,10861.47,,,121.59,78.0667,,,,4.88881,461.58,,77.536,,,40.0616,3.02
2017-12-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,10912.73,,,,,,,,,457.96,,,,,,
2017-12-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,11246.21,,,,,,,,,462.81,,,,,,
2017-12-04 00:00:00,99.9614,44.5527,,,4.47,159.75,,,,233.944,171.47,,35.1405,,10.3235,15.44,,125.046,139.588,50.4107,,,,,11623.91,,,121.18,75.1217,,,,4.61601,466.93,,77.7718,,,39.7676,2.85
2017-12-05 00:00:00,98.0982,44.1773,,,4.367,159.19,,,,233.065,172.83,,34.9708,,10.2368,15.23,,123.853,139.32,50.7959,,,,,11667.13,,,120.32,75.5934,,,,4.64277,453.96,,78.2097,,,39.7318,2.73
2017-12-06 00:00:00,96.8871,44.5695,,,4.25,158.28,,,,233.112,176.08,,34.506,,9.92898,15.1,,124.01,138.188,51.4495,,,,,13749.57,,,120.07,76.6973,,,,4.67992,422.48,,77.536,,,39.5881,2.99
2017-12-07 00:00:00,96.9802,44.6666,,,4.102,162.38,,,,233.888,180.14,,34.801,,10.0346,14.87,,126.28,139.718,52.0399,,,,,16850.31,,,118.49,76.4276,,,,4.74761,421.15,,78.0362,,,39.6532,3.7
2017-12-08 00:00:00,98.005,45.658,,,4.19,164.0,,,,235.15,179.0,,34.7922,,9.99473,14.96,,127.128,140.175,52.2794,,,,,16047.61,,,118.48,77.9767,,,,4.73513,451.74,,78.5643,,,39.6657,4.07
2017-12-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,14843.42,,,,,,,,,472.86,,,,,,
2017-12-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,15059.6,,,,,,,,,436.49,,,,,,
2017-12-11 00:00:00,97.446,46.4593,,,4.2,163.82,,,,235.86,179.04,,35.1218,,10.187,14.85,,127.049,139.936,52.414,,,,,16732.47,,,118.01,78.9662,,,,4.81361,513.29,,78.7654,,,40.4378,3.95
2017-12-12 00:00:00,97.2597,46.386,,,4.13,163.65,,,,236.261,176.96,,35.0596,,10.0834,14.86,,126.723,139.678,52.2491,,,,,17083.9,,,118.15,79.2895,,,,4.71886,656.52,,78.8001,,,40.2069,3.89
2017-12-13 00:00:00,96.9802,46.0731,,,4.3,163.81,,,,236.234,178.3,,35.0497,,10.0147,15.15,,131.272,140.522,52.3796,,,,,16286.82,,,119.17,79.0795,,,,4.60433,699.09,,79.8729,,,40.3444,3.79
2017-12-14 00:00:00,97.12,46.2008,,,4.158,161.17,,,,235.275,178.39,,35.1485,,9.94691,15.02,,129.279,138.178,52.6825,,,,,16467.91,,,118.93,78.465,,,,4.61131,693.58,,78.6099,,,40.3317,3.74
2017-12-15 00:00:00,98.1447,44.4655,,,4.2,164.29,,,,237.256,180.18,,35.2383,,9.72676,15.15,,129.614,139.51,53.4065,,,,,17604.85,,,119.18,80.4685,,,,4.73782,684.27,,78.6445,,,40.7453,3.96
2017-12-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,19345.49,,,,,,,,,692.83,,,,,,
2017-12-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,19065.71,,,,,,,,,717.71,,,,,,
2017-12-18 00:00:00,100.147,43.9188,,,4.103,168.57,,,,238.73,180.82,,35.1485,,10.0047,15.22,,132.366,142.429,54.0585,,,,,18972.32,,,119.73,80.0318,,,,4.89409,785.99,,78.2255,,,41.3177,3.87
2017-12-19 00:00:00,100.893,44.0208,,,4.19,166.38,,,,237.819,179.51,,35.0941,,9.85028,15.22,,133.363,142.846,53.7696,,,,,17523.7,,,119.82,79.5248,,,,4.84957,812.5,,78.8001,,,40.8709,4.27
2017-12-20 00:00:00,100.893,44.0951,,,4.154,168.3,,,,237.697,177.89,,35.1829,,9.62913,15.25,,134.783,142.747,53.4841,,,,,16461.97,,,120.14,79.2348,,,,4.86552,799.17,,77.9193,,,40.8315,4.15
2017-12-21 00:00:00,101.219,43.5236,,,4.108,170.47,,,,238.186,177.45,,34.9975,,9.49365,15.22,,136.658,144.128,53.3491,,,,,15632.12,,,120.31,79.2151,,,,4.84417,789.39,,77.8015,,,40.9848,4.0
2017-12-22 00:00:00,100.334,43.5969,,,4.481,169.49,,,,238.126,177.2,,35.3548,,9.07983,15.4,,137.644,145.667,53.25,,,,,13664.97,,,120.94,79.2251,,,,4.82889,657.83,,77.3101,,,40.9848,4.04
2017-12-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,14396.46,,,,,,,,,700.44,,,,,,
2017-12-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,13789.95,,,,,,,,,675.91,,,,,,
2017-12-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,13833.49,,,,,,,,,723.14,,,,,,
2017-12-26 00:00:00,,43.6613,,,4.23,170.61,,,,237.838,175.99,,34.7478,,9.02205,15.59,,138.256,146.789,53.1,,,,,15756.56,,,121.77,79.1255,,,,4.88281,753.4,,77.2368,,,39.9448,4.14
2017-12-27 00:00:00,100.799,43.6167,,,4.158,171.47,,,,237.966,177.62,,34.8643,,8.96408,15.73,,139.193,146.629,52.8185,,,,,15416.64,,,122.23,79.4115,,,,4.87482,739.94,,77.3716,,,39.9516,4.34
2017-12-28 00:00:00,99.3558,43.7445,,,4.06,173.33,,,,238.452,177.92,,35.4504,,9.12994,15.88,,140.011,146.381,52.6068,,,,,14398.7,,,122.85,79.4214,,,,4.88181,716.69,,77.2914,,,40.0685,4.21
2017-12-29 00:00:00,98.6105,43.5236,,,3.993,171.91,,,,237.553,176.46,,35.3705,,8.99356,15.99,,139.242,145.269,52.4798,,,,,14392.57,,,123.65,79.2533,,,,4.78507,739.6,,76.7544,,,39.6315,4.06
2017-12-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,12531.52,,,,,,,,,692.99,,,,,,
2017-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,13850.4,,,,,,,,,741.13,,,,,,
2018-01-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,13444.88,,,,,,,,,756.2,,,,,,
2018-01-02 00:00:00,98.8434,42.9233,,,4.1,173.58,,,,239.248,181.42,,36.5934,,9.44115,16.21,,138.768,146.659,53.4782,,,,,14754.13,,,125.15,79.6334,,,,4.92975,861.97,,76.9545,,,40.3415,4.48
2018-01-03 00:00:00,101.079,43.9188,,,4.009,175.19,,,,240.749,184.67,,37.2094,,9.43178,16.17,,138.976,147.335,54.3789,,,,,15156.62,,,124.82,80.0034,,,,5.25437,941.1,,77.3716,,,40.3346,4.83
2018-01-04 00:00:00,102.849,44.3496,,,4.0,172.0,,,,241.783,184.33,,37.0128,,9.52951,16.23,,140.879,148.159,54.6021,,,,,15180.08,,,125.46,80.7087,,,,5.28232,944.83,,77.7183,,,40.5253,5.0
2018-01-05 00:00:00,104.526,44.617,,,4.1,171.38,,,,243.408,186.85,,37.8786,,9.53947,16.22,,143.119,148.804,55.314,,,,,16954.78,,,125.33,81.7089,,,,5.32734,967.13,,78.6713,,,40.9818,5.01
2018-01-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,17172.3,,,,,,,,,1006.41,,,,,,
2018-01-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,16228.16,,,,,,,,,1117.75,,,,,,
2018-01-08 00:00:00,104.013,45.0865,,,4.323,172.45,,,,243.843,188.28,,37.8607,,9.31513,16.15,,146.709,149.55,55.5093,,,,,14976.17,,,125.31,81.7918,,,,5.48971,1136.11,,78.2721,,,40.8414,5.08
2018-01-09 00:00:00,105.877,45.3371,,,4.376,172.43,,,,244.377,187.87,,37.6289,,9.12008,16.03,,147.075,153.72,55.4386,,,,,14468.5,,,124.73,81.7372,,,,5.48811,1289.24,,78.2097,,,40.8258,5.13
2018-01-10 00:00:00,106.203,45.0965,,,4.444,173.2,,,,244.032,187.84,,36.8442,,9.28574,16.02,,146.571,153.104,55.3065,,,,,14919.49,,,125.03,81.367,,,,5.53164,1248.99,,78.2433,,,40.816,5.02
2018-01-11 00:00:00,105.69,45.2361,,,4.294,179.99,,,,245.803,187.77,,36.6034,,9.54943,16.01,,149.522,155.409,55.4017,,,,,13308.06,,,125.44,81.6072,,,,5.54163,1139.32,,78.5088,,,41.0506,4.83
2018-01-12 00:00:00,103.874,45.7531,,,4.364,180.89,,,,247.392,179.37,,36.7454,,9.60721,16.27,,150.508,157.147,56.3283,,,,,13841.19,,,126.96,83.0177,,,,5.51408,1261.03,,79.0457,,,41.4671,4.74
2018-01-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,14243.12,,,,,,,,,1385.02,,,,,,
2018-01-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,13638.63,,,,,,,,,1359.48,,,,,,
2018-01-15 00:00:00,102.756,,,,,,,,,,,,,,,,,,,,,,,,13631.98,,,,,,,,,1278.69,,,,,,
2018-01-16 00:00:00,103.874,45.8274,,,4.278,178.97,,,,246.559,178.39,,37.6743,,9.30537,16.25,,149.61,155.488,56.3308,,,,,11282.49,,,127.17,81.8564,,,,5.44287,1050.26,,77.5073,,,41.2637,4.57
2018-01-17 00:00:00,103.548,46.4554,,,4.101,180.17,,,,248.893,177.6,,38.4767,,9.47074,16.06,,148.9,155.379,56.7493,,,,,11162.7,,,126.14,83.5158,,,,5.5573,1024.69,,78.3474,,,41.9443,4.38
2018-01-18 00:00:00,103.454,46.4187,,,4.27,181.24,,,,248.484,179.8,,39.7627,,9.4022,15.97,,149.186,155.835,56.5933,,,,,11175.52,,,125.86,83.4788,,,,5.55063,1012.97,,77.9897,,,41.9826,4.69
2018-01-19 00:00:00,106.482,46.7416,,,4.108,183.67,,,,249.633,181.29,,39.8505,,9.37391,16.05,,151.287,158.1,56.9685,,,,,11521.76,,,126.42,83.3858,,,,5.6903,1037.36,,77.6916,,,41.7961,4.65
2018-01-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,12783.94,,,,,,,,,1150.5,,,,,,
2018-01-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,11549.93,,,,,,,,,1049.09,,,,,,
2018-01-22 00:00:00,105.318,46.8634,,,4.277,187.12,,,,251.641,185.37,,41.3746,,9.39234,16.04,,151.691,158.16,57.9978,,,,,10814.52,,,126.65,84.8755,,,,5.77888,999.64,,77.647,,,41.4515,4.84
2018-01-23 00:00:00,106.855,47.2418,,,4.309,185.87,,,,252.179,189.35,,41.2867,,9.41206,16.08,,150.428,156.561,58.5961,,,,,10858.23,,,127.28,85.147,,,,5.90787,984.47,,76.7187,,,41.4602,4.72
2018-01-24 00:00:00,106.901,47.5479,,,4.5,185.52,,,,252.081,186.55,,40.4379,,9.43178,16.56,,149.452,157.435,58.353,,,,,11429.02,,,128.83,85.0748,,,,5.83112,1061.78,,76.6098,,,40.7992,4.57
2018-01-25 00:00:00,107.041,47.6845,,,4.6,181.91,,,,252.189,187.48,,40.2325,,9.24689,16.31,,150.37,156.987,58.8935,,,,,11202.69,,,127.97,85.5446,,,,5.84478,1057.15,,77.2537,,,40.0764,5.03
2018-01-26 00:00:00,106.808,48.7453,,,4.915,185.37,,,,255.097,190.0,,40.7872,,8.99356,16.41,,148.318,159.142,59.1635,,,,,10814.57,,,128.07,87.1493,,,,6.01784,1028.92,,79.1378,,,40.1648,5.63
2018-01-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,11504.84,,,,,,,,,1116.45,,,,,,
2018-01-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,11800.88,,,,,,,,,1231.86,,,,,,
2018-01-29 00:00:00,105.83,47.9975,,,4.874,180.47,,,,253.403,185.98,,40.501,,8.85699,16.21,,144.332,157.037,59.1098,,,,,11130.21,,,127.35,87.0173,,,,6.10519,1154.15,,79.6094,,,39.3357,5.71
2018-01-30 00:00:00,105.131,47.0942,,,4.793,182.14,,,,250.791,187.12,,40.0382,,8.8278,16.15,,145.398,156.421,58.6559,,,,,10242.7,,,126.8,85.9244,,,,6.00265,1082.71,,78.2345,,,39.1032,5.2
2018-01-31 00:00:00,106.11,47.6894,,,4.831,181.11,,,,250.922,186.89,,40.423,,8.96408,16.35,,144.5,154.465,58.8975,,,,,10141.6,,,127.65,88.0293,,,,6.07892,1100.96,,74.0193,,,39.2123,5.31
2018-02-01 00:00:00,106.529,47.7112,,,4.677,179.65,,,,250.646,193.09,,40.5454,,9.17865,16.25,,144.046,155.786,58.8661,,,,,9052.98,,,128.07,87.3309,,,,5.94742,1006.19,,74.891,,,39.2907,5.31
2018-02-02 00:00:00,104.526,46.3285,,,4.653,173.3,,,,245.191,190.28,,39.7066,,8.87651,15.66,,139.824,153.124,55.7578,,,,,8801.43,,,126.39,85.0355,,,,5.77458,909.68,,73.7726,,,37.5875,6.07
2018-02-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,9133.51,,,,,,,,,960.19,,,,,,
2018-02-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,8433.93,,,,,,,,,849.03,,,,,,
2018-02-05 00:00:00,102.15,44.4427,,,4.698,166.71,,,,234.94,181.26,,38.3158,,8.67189,15.74,,134.113,145.756,52.9521,,,,,6842.69,,,126.71,81.5331,,,,5.28502,688.34,,70.4214,,,36.6448,6.31
2018-02-06 00:00:00,101.079,45.6511,,,4.645,171.34,,,,239.573,185.31,,38.8872,,9.02265,15.65,,138.857,150.245,54.0256,,,,,7644.83,,,125.38,84.6185,,,,5.57817,772.53,,70.876,,,38.1808,5.97
2018-02-07 00:00:00,103.734,45.1638,,,4.609,173.58,,,,238.271,180.18,,37.3614,,9.00313,15.41,,137.012,149.838,52.5798,,,,,7863.87,,,124.79,83.0266,,,,5.65835,792.31,,69.7209,,,37.3527,6.93
2018-02-08 00:00:00,100.893,43.2859,,,4.501,161.99,,,,229.331,171.595,,36.0052,,8.70108,15.46,,129.594,142.618,50.2035,,,,,8253.94,,,124.98,78.7649,,,,5.37938,811.14,,67.4405,,,36.3373,6.34
2018-02-09 00:00:00,98.8434,44.108,,,4.699,164.26,,,,232.767,176.11,,36.9951,,8.31138,15.39,,132.475,143.8,52.1246,,,,,8593.7,,,124.77,81.7,,,,5.73924,863.68,,69.279,,,36.7823,6.35
2018-02-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,8580.38,,,,,,,,,854.54,,,,,,
2018-02-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,8315.35,,,,,,,,,832.47,,,,,,
2018-02-12 00:00:00,100.893,44.4963,,,4.501,166.06,,,,236.185,176.4,,37.9398,,8.55504,15.57,,135.217,147.772,52.5759,,,,,8900.54,,,125.37,82.5968,,,,5.6396,867.42,,69.294,,,38.2574,6.15
2018-02-13 00:00:00,97.7255,44.8093,,,4.38,166.33,,,,236.778,173.15,,37.8065,,8.78875,15.62,,136.697,149.728,52.5201,,,,,8578.59,,,126.08,83.2285,,,,5.75291,839.47,,69.2593,,,38.6463,6.09
2018-02-14 00:00:00,99.1229,45.6987,,,4.505,167.04,,,,239.982,179.52,,38.4036,,9.07146,15.91,,140.337,151.545,53.4413,,,,,9455.85,,,128.23,84.5315,,,,5.9704,921.04,,70.5203,,,39.3575,6.17
2018-02-15 00:00:00,100.38,46.799,,,4.496,167.24,,,,243.047,179.96,,38.8241,,9.11032,15.91,,142.044,154.813,54.3709,,,,,10088.36,,,128.38,86.2525,,,,6.0965,930.25,,71.4259,,,40.6801,6.23
2018-02-16 00:00:00,102.104,46.8634,,,4.1,168.02,,,,243.123,177.36,,38.7876,,8.99356,15.73,,138.768,157.276,54.5772,,,,,10221.44,,,127.96,85.6372,,,,6.0306,942.28,,72.2965,,,40.5467,6.18
2018-02-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,10950.28,,,,,,,,,971.9,,,,,,
2018-02-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,10603.75,,,,,,,,,918.13,,,,,,
2018-02-19 00:00:00,100.986,,,,,,,,,,,,,,,,,,,,,,,,11096.37,,,,,,,,,935.79,,,,,,
2018-02-20 00:00:00,101.032,46.1047,,,4.306,172.25,,,,241.582,176.01,,39.0204,,8.85699,15.54,,138.108,152.936,54.9802,,,,,11443.76,,,126.24,86.3092,,,,6.1594,894.2,,70.9989,,,40.4092,6.44
2018-02-21 00:00:00,101.498,45.6789,,,4.445,171.9,,,,240.396,177.91,,38.2614,,8.79851,15.54,,137.812,150.453,55.4864,,,,,10487.78,,,125.66,85.1626,,,,5.97268,841.01,,70.9989,,,40.2237,6.82
2018-02-22 00:00:00,101.731,45.8274,,,4.504,175.16,,,,240.693,178.99,,37.8144,,8.79851,15.66,,141.027,152.36,55.2945,,,,,9971.59,,,126.3,85.3894,,,,5.99207,807.69,,70.667,,,40.5634,6.93
2018-02-23 00:00:00,101.405,46.6683,,,4.601,179.09,,,,244.532,183.29,,39.1636,,8.95451,15.59,,144.194,154.306,56.2007,,,,,10169.53,,,126.14,87.5588,,,,6.08591,853.89,,72.0955,,,41.2716,6.92
2018-02-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,9631.16,,,,,,,,,829.14,,,,,,
2018-02-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,9692.76,,,,,,,,,847.18,,,,,,
2018-02-26 00:00:00,102.476,47.2873,,,4.596,180.63,,,,247.373,184.93,,39.6167,,9.0617,15.68,,145.329,155.409,56.9784,,,,,10370.51,,,126.45,88.8225,,,,6.10219,868.85,,73.405,,,42.0849,6.71
2018-02-27 00:00:00,100.893,46.8793,,,4.205,178.42,,,,244.281,181.46,,38.9119,,8.85699,15.48,,143.158,151.813,55.6736,,,,,10756.24,,,125.13,87.6844,,,,6.08921,877.72,,72.0508,,,41.9502,6.34
2018-02-28 00:00:00,101.545,46.8258,,,4.218,175.09,,,,241.822,178.32,,38.6731,,8.59399,15.46,,137.27,149.331,54.9966,,,,,10435.13,,,125.0,87.2842,,,,5.98837,858.47,,70.5105,,,41.8894,6.26
2018-03-01 00:00:00,97.7721,45.9393,,,4.442,173.24,,,,238.299,175.94,,38.1094,,8.71085,15.54,,133.383,145.547,53.377,,,,,10981.25,,,124.72,86.4315,,,,5.74592,871.33,,70.0359,,,41.1527,6.25
2018-03-02 00:00:00,95.2102,46.501,,,4.5,176.6,,,,239.525,176.62,,38.3692,,8.74013,15.56,,129.969,142.29,54.0112,,,,,11127.48,,,125.39,86.6159,,,,5.85328,859.22,,70.7046,,,41.4346,6.37
2018-03-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,11409.44,,,,,,,,,856.77,,,,,,
2018-03-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,11419.18,,,,,,,,,861.49,,,,,,
2018-03-05 00:00:00,96.9336,47.3982,,,4.4,180.71,,,,242.26,180.4,,38.7964,,8.91546,15.49,,134.151,146.223,54.5402,,,,,11582.28,,,125.18,87.1658,,,,5.83112,854.35,,71.1345,,,41.5742,6.42
2018-03-06 00:00:00,98.2845,47.5943,,,4.4,184.99,,,,242.903,179.78,,38.8428,,9.1396,15.78,,136.529,147.127,54.8461,,,,,10783.31,,,126.53,86.868,,,,5.99237,818.41,,70.667,,,41.5378,6.06
2018-03-07 00:00:00,98.89,47.7944,,,4.342,181.35,,,,242.809,183.71,,39.4311,,9.20784,15.53,,134.517,146.551,55.5506,,,,,9955.82,,,125.72,87.3709,,,,5.98467,754.94,,70.8967,,,41.1596,6.0
2018-03-08 00:00:00,99.0298,48.1757,,,4.555,183.36,,,,244.012,182.34,,39.0738,,8.87651,15.55,,136.381,149.5,56.2651,,,,,9295.35,,,125.42,87.9013,,,,5.9681,692.07,,72.2252,,,41.6035,5.63
2018-03-09 00:00:00,99.4956,48.9523,,,4.515,189.4,,,,248.244,185.23,,39.7784,,8.93499,15.63,,140.495,155.865,57.8324,,,,,9245.25,,,125.54,89.8656,,,,6.07124,711.5,,72.885,,,42.3204,5.8
2018-03-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,8857.16,,,,,,,,,689.31,,,,,,
2018-03-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,9528.61,,,,,,,,,721.3,,,,,,
2018-03-12 00:00:00,99.0298,48.8869,,,4.4,186.63,,,,247.929,184.76,,40.3411,,9.02265,15.61,,137.15,152.231,58.0859,,,,,9069.6,,,125.54,90.0795,,,,6.18037,690.96,,72.361,,,42.7293,6.05
2018-03-13 00:00:00,97.8187,48.5908,,,4.35,186.65,,,,246.33,181.88,,40.1348,,8.97394,15.61,,136.47,149.748,56.7897,,,,,9172.47,,,125.78,87.8839,,,,6.13006,689.32,,72.462,,,42.3184,5.76
2018-03-14 00:00:00,100.287,48.3501,,,4.373,184.82,,,,245.057,184.19,,40.2789,,8.9057,15.61,,135.405,148.696,57.237,,,,,8195.38,,,125.7,87.3613,,,,6.1552,601.69,,71.8568,,,41.961,5.6
2018-03-15 00:00:00,103.222,48.3976,,,4.38,182.91,,,,244.771,183.86,,40.423,,8.99356,15.45,,137.21,148.12,57.3226,,,,,8338.49,,,124.9,87.6679,,,,6.16987,613.39,,72.0955,,,42.0104,5.32
2018-03-16 00:00:00,103.035,48.3046,,,4.3,186.29,,,,245.057,185.09,,40.117,,9.14927,15.39,,138.897,152.082,56.5161,,,,,8503.46,,,124.6,88.0606,,,,6.19836,611.11,,73.6875,,,41.8647,5.38
2018-03-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,8028.06,,,,,,,,,562.96,,,,,,
2018-03-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,8165.37,,,,,,,,,530.83,,,,,,
2018-03-19 00:00:00,104.526,48.0064,,,4.0,185.4,,,,241.756,172.56,,39.7874,,8.83746,15.39,,135.079,148.06,54.8048,,,,,8522.47,,,124.87,86.4674,,,,5.96371,539.95,,72.0785,,,41.2224,5.32
2018-03-20 00:00:00,108.345,43.479,,,4.205,185.16,,,,242.158,168.15,,39.9928,,8.68156,15.28,,136.766,148.496,54.5921,,,,,8965.18,,,124.31,86.6912,,,,6.17587,561.1,,71.7488,,,41.2107,5.4
2018-03-21 00:00:00,107.321,43.4503,,,4.362,187.27,,,,241.697,169.39,,39.8762,,9.03241,15.65,,138.334,146.699,54.5024,,,,,8850.45,,,126.48,86.0865,,,,6.15071,556.26,,71.6279,,,40.2708,5.33
2018-03-22 00:00:00,104.433,42.4074,,,4.5,180.26,,,,235.65,164.89,,38.976,,8.85699,15.44,,130.423,140.711,52.4673,,,,,8707.28,,,125.98,83.5816,,,,5.98487,537.58,,70.0627,,,39.707,5.05
2018-03-23 00:00:00,103.454,41.3911,,,4.4,174.18,,,,230.634,159.39,,37.9872,,8.74013,15.58,,128.105,137.394,51.1422,,,,,8673.0,,,127.61,81.153,,,,5.76489,531.23,,68.444,,,38.7896,4.61
2018-03-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,8652.18,,,,,,,,,527.45,,,,,,
2018-03-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,8640.39,,,,,,,,,532.11,,,,,,
2018-03-26 00:00:00,105.271,42.9521,,,4.445,180.57,,,,236.939,160.06,,39.4942,,8.87651,15.72,,132.455,142.32,52.5141,,,,,7895.7,,,128.28,87.2937,,,,6.04996,473.9,,69.7428,,,40.6271,4.56
2018-03-27 00:00:00,105.644,41.9359,,,4.23,177.15,,,,232.892,152.22,,38.6177,,8.81794,15.57,,130.512,141.237,50.1652,,,,,8015.04,,,127.49,83.2843,,,,5.58017,460.28,,69.2692,,,39.5822,4.15
2018-03-28 00:00:00,105.178,41.5664,,,4.282,169.11,,,,232.221,153.03,,38.0809,,8.72051,15.36,,128.874,141.157,50.0775,,,,,7896.79,,,125.73,83.2101,,,,5.47712,443.13,,70.5015,,,39.1481,4.11
2018-03-29 00:00:00,107.46,42.2796,,,4.206,172.73,,,,235.199,159.79,,39.0384,,8.85699,15.41,,130.838,144.733,51.6698,,,,,7093.38,,,125.79,84.9614,,,,5.73067,386.56,,70.8334,,,39.4566,4.37
2018-03-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,6929.03,,,,,,,,,395.45,,,,,,
2018-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,6942.14,,,,,,,,,393.95,,,,,,
2018-04-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,6845.22,,,,,,,,,378.7,,,,,,
2018-04-02 00:00:00,,41.5952,,,4.0,166.6,,,,230.117,155.39,,37.9141,,9.00313,15.65,,127.729,141.475,50.4487,,,,,7002.86,,,127.26,82.3986,,,,5.46972,382.18,,69.3038,,,39.1944,4.33
2018-04-03 00:00:00,107.46,41.4842,,,4.005,169.5,,,,233.036,156.11,,38.7876,,9.46107,15.46,,128.785,142.608,50.75,,,,,7455.61,,,126.3,83.5068,,,,5.57617,415.65,,70.9889,,,39.595,4.22
2018-04-04 00:00:00,106.016,42.0577,,,4.28,173.68,,,,235.552,155.1,,39.2011,,9.4022,15.38,,128.894,138.427,51.2995,,,,,6845.66,,,126.45,85.9479,,,,5.59815,378.73,,71.9597,,,40.3533,4.53
2018-04-05 00:00:00,108.299,42.4718,,,4.111,177.94,,,,237.439,159.34,,38.6454,,9.72476,15.45,,131.488,141.039,51.4455,,,,,6744.7,,,125.8,85.9938,,,,5.47792,376.45,,71.9756,,,40.6341,4.39
2018-04-06 00:00:00,107.833,41.4278,,,4.191,172.14,,,,232.138,157.2,,37.841,,9.5594,15.43,,126.941,135.467,50.3151,,,,,6626.76,,,126.39,83.9924,,,,5.30187,370.53,,70.3579,,,39.592,4.41
2018-04-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,6994.11,,,,,,,,,391.06,,,,,,
2018-04-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,7027.22,,,,,,,,,398.23,,,,,,
