,NVDA,MSFT,GOOGL,META,AAPL,TSM,ORCL,LLY,CAT,DE,URI,CL,COST,UBER,ENPH,SMR,CCJ,NNE,OKLO,RHM.DE,HAG.DE,HO.PA,LDO.MI,HDMG.DE,BTC-USD,ETH-USD,SOL-USD,GLD,SLV,RKLB,LUNR,ASTS,RGTI,QBTS,IONQ,VKTX,BEAM,CATX,SOUN,AMPX,JMIA,TCEHY,NURO,BDMD
2024-10-31 23:00:00,,,,,,,,,,,,,,,,,,,,176786.0,85272.0,108428.0,1632885.0,,,,,,,,,,,,,,,,,,,,,
2024-11-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49989795365.0,20215438328.0,3157093060.0,,,,,,,,,,,,,,,,,3500.0
2024-11-01 04:00:00,207127800.0,24230400.0,31796500.0,15303200.0,65276700.0,12691200.0,5680600.0,5266300.0,1633300.0,1522500.0,741000.0,4859700.0,1625200.0,33542200.0,4109300.0,9940300.0,4298100.0,3769200.0,20004100.0,,,,,,,,,6473000.0,22164900.0,11010800.0,6963300.0,5993100.0,4703500.0,4375600.0,15847000.0,3171000.0,778400.0,482200.0,14381100.0,1673500.0,1669400.0,1739500.0,,
2024-11-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,18184612091.0,9639457439.0,1618170398.0,,,,,,,,,,,,,,,,,
2024-11-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,34868307655.0,15667779706.0,2645801646.0,,,,,,,,,,,,,,,,,
2024-11-03 23:00:00,,,,,,,,,,,,,,,,,,,,211464.0,187510.0,161167.0,1843303.0,,,,,,,,,,,,,,,,,,,,,
2024-11-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,41184819348.0,17110200696.0,2809006700.0,,,,,,,,,,,,,,,,,120800.0
2024-11-04 05:00:00,187528200.0,19672300.0,21492700.0,12064600.0,44944500.0,10917300.0,4804400.0,3918100.0,1793600.0,801900.0,775300.0,4113700.0,1576700.0,14949100.0,5371300.0,8202100.0,4587700.0,3759700.0,15049400.0,,,,,,,,,4581400.0,13044500.0,7701600.0,6961700.0,6580900.0,5250100.0,6180900.0,12424200.0,29612200.0,1388900.0,553800.0,11992400.0,1817800.0,1425600.0,1514700.0,,
2024-11-04 23:00:00,,,,,,,,,,,,,,,,,,,,142000.0,190988.0,402755.0,2902229.0,,,,,,,,,,,,,,,,,,,,,
2024-11-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,46046889204.0,17894057485.0,3243848057.0,,,,,,,,,,,,,,,,,81400.0
2024-11-05 05:00:00,160537400.0,17626000.0,18242100.0,9775400.0,28111300.0,10339200.0,5456800.0,3733300.0,1724100.0,902200.0,611800.0,3302600.0,1622300.0,12274600.0,3803800.0,5062300.0,2903300.0,2008000.0,10479000.0,,,,,,,,,6029900.0,12188500.0,8554000.0,3963400.0,6504200.0,4917400.0,3740500.0,12942800.0,8541800.0,2301700.0,426100.0,16143100.0,1396200.0,1325200.0,1958800.0,,
2024-11-05 23:00:00,,,,,,,,,,,,,,,,,,,,548088.0,635145.0,380378.0,5515207.0,,,,,,,,,,,,,,,,,,,,,
2024-11-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,118592653963.0,41887574364.0,9822932731.0,,,,,,,,,,,,,,,,,88600.0
2024-11-06 05:00:00,242043900.0,26681800.0,33695500.0,18305400.0,54561100.0,19834900.0,11085000.0,8257900.0,4720000.0,1664000.0,1651800.0,8777500.0,2437400.0,26410700.0,16161900.0,10502500.0,5921400.0,2622500.0,14887200.0,,,,,,,,,14600200.0,33038000.0,17747300.0,11957000.0,10198300.0,6098200.0,4729300.0,20834500.0,5943400.0,2020900.0,775600.0,23398100.0,1438500.0,2853500.0,2526800.0,,
2024-11-06 23:00:00,,,,,,,,,,,,,,,,,,,,922573.0,717310.0,350093.0,5790669.0,,,,,,,,,,,,,,,,,,,,,
2024-11-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,63467654989.0,35352318438.0,4700842780.0,,,,,,,,,,,,,,,,,6500.0
2024-11-07 05:00:00,207323300.0,19901800.0,25352900.0,14653700.0,42137700.0,14865200.0,7759400.0,4557600.0,3211100.0,1073500.0,554000.0,4533900.0,2145500.0,24305900.0,9227600.0,12204200.0,5817000.0,4655000.0,26205100.0,,,,,,,,,8821400.0,21432200.0,15823800.0,33700500.0,21948000.0,12541000.0,21157400.0,70733400.0,3880900.0,934800.0,1049700.0,71877000.0,1679500.0,7146500.0,2849300.0,,
2024-11-07 23:00:00,,,,,,,,,,,,,,,,,,,,462559.0,350711.0,292114.0,5039562.0,,,,,,,,,,,,,,,,,,,,,
2024-11-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,55176858003.0,32303261101.0,5673142495.0,,,,,,,,,,,,,,,,,4000.0
2024-11-08 05:00:00,175665800.0,16891400.0,22006200.0,9415700.0,38328800.0,13112100.0,8520400.0,7212900.0,3345900.0,1623200.0,468400.0,4568000.0,3277100.0,20152600.0,11887500.0,24689200.0,4050800.0,6209300.0,20247700.0,,,,,,,,,6267900.0,20235200.0,17769100.0,13631600.0,7363900.0,16527400.0,16819400.0,64845200.0,3880100.0,1265900.0,607300.0,53279600.0,6307900.0,4994300.0,2593000.0,,
2024-11-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,29009480361.0,29210133088.0,3363617004.0,,,,,,,,,,,,,,,,,
2024-11-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,82570594495.0,47418730187.0,8564655765.0,,,,,,,,,,,,,,,,,
2024-11-10 23:00:00,,,,,,,,,,,,,,,,,,,,371466.0,323662.0,192851.0,4943017.0,,,,,,,,,,,,,,,,,,,,,
2024-11-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,117966845037.0,55417771668.0,10290809023.0,,,,,,,,,,,,,,,,,3800.0
2024-11-11 05:00:00,182325600.0,24503300.0,17450400.0,10209100.0,42005600.0,16610000.0,5973600.0,3342800.0,1858900.0,1143200.0,589300.0,3539000.0,2181800.0,22682200.0,9268200.0,16073600.0,3139600.0,4033100.0,12427800.0,,,,,,,,,11653800.0,24582600.0,27297200.0,18414200.0,11105800.0,17031300.0,13489500.0,35693700.0,4564100.0,1852700.0,538500.0,69088100.0,10550800.0,3033400.0,2274100.0,,
2024-11-11 23:00:00,,,,,,,,,,,,,,,,,,,,343431.0,307807.0,378745.0,5351249.0,,,,,,,,,,,,,,,,,,,,,
2024-11-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,133673285375.0,56686078066.0,11308516682.0,,,,,,,,,,,,,,,,,8900.0
2024-11-12 05:00:00,198634700.0,19401200.0,25134900.0,16287700.0,40398300.0,11819000.0,6629900.0,3378600.0,1737100.0,1144900.0,385300.0,4927100.0,1691400.0,19439700.0,8576900.0,14941500.0,6283200.0,6325300.0,14811300.0,,,,,,,,,10145500.0,16561200.0,25153600.0,12708700.0,7179500.0,11405600.0,7801400.0,28019200.0,8322000.0,1589900.0,1065400.0,64318400.0,6197700.0,2545500.0,2982700.0,,
2024-11-12 23:00:00,,,,,,,,,,,,,,,,,,,,336201.0,277240.0,247578.0,2473707.0,,,,,,,,,,,,,,,,,,,,,
2024-11-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,123559027869.0,52010205682.0,11296665808.0,,,,,,,,,,,,,,,,,20900.0
2024-11-13 05:00:00,191903300.0,21502200.0,23184000.0,10757600.0,48566200.0,13882200.0,5695400.0,3059300.0,2001900.0,1474700.0,407900.0,3456100.0,1757600.0,15006000.0,7266900.0,16784300.0,5121300.0,7231800.0,22046300.0,,,,,,,,,8431700.0,16530500.0,121001300.0,40556600.0,26559500.0,23091500.0,21722400.0,41306100.0,6909900.0,822500.0,1157000.0,73176400.0,3099900.0,2179000.0,3511100.0,,
2024-11-13 23:00:00,,,,,,,,,,,,,,,,,,,,220484.0,288006.0,305966.0,2321382.0,,,,,,,,,,,,,,,,,,,,,
2024-11-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,87616705248.0,35743352141.0,8094554275.0,,,,,,,,,,,,,,,,,4200.0
2024-11-14 05:00:00,194463300.0,30246900.0,31007500.0,11053700.0,44923900.0,11453900.0,7804300.0,3998800.0,1372500.0,1225000.0,630100.0,4705400.0,1859900.0,17372200.0,9573300.0,12614400.0,3413200.0,3416200.0,16928100.0,,,,,,,,,8262400.0,18059900.0,45509000.0,62951900.0,18254900.0,32824300.0,34690000.0,35122500.0,3872800.0,918300.0,1473300.0,73487100.0,2620500.0,2197100.0,3337400.0,,
2024-11-14 23:00:00,,,,,,,,,,,,,,,,,,,,415387.0,0.0,268611.0,2432432.0,,,,,,,,,,,,,,,,,,,,,
2024-11-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,78243109518.0,32701369872.0,6109860311.0,,,,,,,,,,,,,,,,,11300.0
2024-11-15 05:00:00,250132900.0,28247600.0,32504600.0,17712900.0,47923700.0,9834800.0,8986300.0,7334600.0,2165500.0,1168100.0,603100.0,7328900.0,2269900.0,23980900.0,6882200.0,8955300.0,10937800.0,3084500.0,36342800.0,,,,,,,,,7299500.0,18838400.0,42280000.0,37661400.0,17840000.0,15605200.0,13244500.0,37576000.0,8141500.0,2258900.0,1849300.0,35326000.0,1745300.0,1721700.0,2717100.0,,
2024-11-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,44333192814.0,26650658846.0,4698955745.0,,,,,,,,,,,,,,,,,
2024-11-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,46350159305.0,28348163224.0,9981076722.0,,,,,,,,,,,,,,,,,
2024-11-17 23:00:00,,,,,,,,,,,,,,,,,,,,0.0,0.0,131823.0,1843830.0,,,,,,,,,,,,,,,,,,,,,
2024-11-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,75535775084.0,35445557613.0,8798714213.0,,,,,,,,,,,,,,,,,29700.0
2024-11-18 05:00:00,221205300.0,24727000.0,20135300.0,14327300.0,44633700.0,10681500.0,6289400.0,9148100.0,1626200.0,1457300.0,478800.0,4487700.0,1797300.0,45212500.0,7629000.0,13086300.0,6850400.0,3376200.0,33980500.0,,,,,,,,,6323400.0,15731300.0,29097900.0,23672700.0,14509200.0,12727100.0,12495700.0,54116400.0,4804200.0,1281100.0,1501700.0,33692900.0,3083400.0,1350700.0,1383700.0,,
2024-11-18 23:00:00,,,,,,,,,,,,,,,,,,,,497447.0,463903.0,268950.0,3279502.0,,,,,,,,,,,,,,,,,,,,,
2024-11-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,74521048295.0,29823634432.0,6711919414.0,,,,,,,,,,,,,,,,,10800.0
2024-11-19 05:00:00,227834900.0,18133500.0,23434900.0,9522400.0,36211800.0,9390100.0,8117000.0,5832500.0,1793200.0,1076500.0,461600.0,4918100.0,1690500.0,22289100.0,4272800.0,9722600.0,4948900.0,4141800.0,17211700.0,,,,,,,,,6579100.0,12751100.0,28809600.0,31020800.0,7412500.0,11740300.0,11297700.0,30086600.0,5514600.0,1153700.0,1561900.0,40965800.0,2161600.0,1539600.0,849900.0,,
2024-11-19 23:00:00,,,,,,,,,,,,,,,,,,,,300051.0,213719.0,223193.0,1839618.0,,,,,,,,,,,,,,,,,,,,,
2024-11-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,71730956426.0,29785491216.0,6454141445.0,,,,,,,,,,,,,,,,,50800.0
2024-11-20 05:00:00,309871700.0,19191700.0,18997100.0,9797300.0,35169600.0,10624500.0,4860200.0,5158900.0,1859600.0,1487000.0,402100.0,4302400.0,1452100.0,16656600.0,3989300.0,8739800.0,4440400.0,3645700.0,17352100.0,,,,,,,,,6630700.0,11137900.0,17269700.0,12758700.0,9313000.0,15851400.0,21536500.0,28874800.0,3637500.0,1212100.0,1158700.0,25656400.0,1971600.0,2326900.0,2853400.0,,
2024-11-20 23:00:00,,,,,,,,,,,,,,,,,,,,269917.0,217092.0,224602.0,2678271.0,,,,,,,,,,,,,,,,,,,,,
2024-11-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,106024505582.0,51619069348.0,10735314060.0,,,,,,,,,,,,,,,,,11300.0
2024-11-21 05:00:00,400946600.0,20780200.0,59734400.0,11154700.0,42108300.0,18137300.0,11394300.0,4143200.0,1833500.0,4148700.0,711800.0,3642800.0,2320500.0,25657700.0,4191400.0,11882000.0,6295800.0,10172000.0,24754700.0,,,,,,,,,7646400.0,11030500.0,28114900.0,35652400.0,11425100.0,34339100.0,33057500.0,43881800.0,3289000.0,1010200.0,12632300.0,71597500.0,1421800.0,2933100.0,1921200.0,,
2024-11-21 23:00:00,,,,,,,,,,,,,,,,,,,,209508.0,193255.0,1043791.0,1830825.0,,,,,,,,,,,,,,,,,,,,,
2024-11-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,78473580551.0,36775716442.0,7249493783.0,,,,,,,,,,,,,,,,,5400.0
2024-11-22 05:00:00,236406200.0,24814600.0,38604600.0,9164000.0,38168300.0,8838900.0,6879400.0,4015500.0,1893000.0,2202200.0,465600.0,3538900.0,2078700.0,14874100.0,4867200.0,11893200.0,3873500.0,10013200.0,15343200.0,,,,,,,,,7503000.0,13173900.0,28378000.0,28479500.0,6095400.0,96688100.0,84835600.0,28146300.0,2633200.0,1187200.0,9654300.0,107908300.0,1184900.0,3405700.0,2064600.0,,
2024-11-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,44414644677.0,38835184688.0,6234742858.0,,,,,,,,,,,,,,,,,
2024-11-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,51712020623.0,27901454185.0,5330146683.0,,,,,,,,,,,,,,,,,
2024-11-24 23:00:00,,,,,,,,,,,,,,,,,,,,332608.0,0.0,678786.0,5036820.0,,,,,,,,,,,,,,,,,,,,,
2024-11-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,80909462490.0,51544793988.0,6616015635.0,,,,,,,,,,,,,,,,,42000.0
2024-11-25 05:00:00,344941900.0,27691100.0,33135300.0,13599800.0,90152800.0,14380000.0,15138500.0,5690500.0,4398000.0,3266900.0,869000.0,6159200.0,3240900.0,17446600.0,9287500.0,11298900.0,3792600.0,13527300.0,18595600.0,,,,,,,,,10733100.0,22478400.0,40883200.0,18442800.0,10795300.0,274215800.0,103614200.0,31379300.0,3102600.0,1217300.0,5773200.0,66801200.0,2750100.0,4470900.0,2295700.0,,
2024-11-25 23:00:00,,,,,,,,,,,,,,,,,,,,142866.0,165894.0,225619.0,1757486.0,,,,,,,,,,,,,,,,,,,,,
2024-11-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,91656519855.0,39902959158.0,6996936265.0,,,,,,,,,,,,,,,,,141100.0
2024-11-26 05:00:00,190287700.0,23458900.0,20486700.0,10356600.0,45986200.0,10186600.0,6427200.0,6622600.0,1796600.0,1747300.0,368700.0,4380600.0,1438000.0,13704900.0,4432000.0,8647700.0,3037400.0,5637800.0,9133400.0,,,,,,,,,4945900.0,10484700.0,41464100.0,16358900.0,8295100.0,126719200.0,32246000.0,22521800.0,5187400.0,716300.0,3804800.0,40536700.0,1963200.0,3888300.0,1524200.0,,
2024-11-26 23:00:00,,,,,,,,,,,,,,,,,,,,114371.0,99742.0,204564.0,1104228.0,,,,,,,,,,,,,,,,,,,,,
2024-11-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,71133452438.0,43383987191.0,5381404312.0,,,,,,,,,,,,,,,,,59300.0
2024-11-27 05:00:00,226370900.0,18332400.0,19266500.0,7200200.0,33498400.0,9895200.0,8368800.0,2714700.0,1371900.0,1258700.0,341000.0,3427500.0,1499500.0,12967800.0,3892800.0,10872100.0,2241000.0,4211300.0,7799500.0,,,,,,,,,6930600.0,22858600.0,26623100.0,11501300.0,6972000.0,62233600.0,22772500.0,24277900.0,2574700.0,646600.0,2241000.0,32646800.0,1448100.0,2370500.0,1763900.0,,
2024-11-27 23:00:00,,,,,,,,,,,,,,,,,,,,0.0,0.0,164603.0,1427716.0,,,,,,,,,,,,,,,,,,,,,
2024-11-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,52260008261.0,32362724276.0,4047310070.0,,,,,,,,,,,,,,,,,
2024-11-28 23:00:00,,,,,,,,,,,,,,,,,,,,103526.0,104793.0,209092.0,1313412.0,,,,,,,,,,,,,,,,,,,,,
2024-11-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,54968682476.0,27622629486.0,4152396835.0,,,,,,,,,,,,,,,,,29400.0
2024-11-29 05:00:00,141863200.0,16271900.0,14257200.0,7130500.0,28481400.0,8045300.0,4628000.0,2206900.0,1962100.0,732200.0,201400.0,2447100.0,1095900.0,7348700.0,2790900.0,11582300.0,2813800.0,4504700.0,8951100.0,,,,,,,,,2708500.0,9663900.0,19870500.0,19876000.0,4272800.0,116979800.0,32853500.0,23227400.0,1536300.0,568900.0,1396700.0,71312700.0,1606100.0,1531800.0,1153200.0,,
2024-11-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,31634227866.0,30670867436.0,3549156564.0,,,,,,,,,,,,,,,,,
2024-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,36590695296.0,28018113530.0,3726118866.0,,,,,,,,,,,,,,,,,
2024-12-01 23:00:00,,,,,,,,,,,,,,,,,,,,197260.0,141795.0,289681.0,3244936.0,,,,,,,,,,,,,,,,,,,,,
2024-12-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,72680784305.0,47284967570.0,7374176295.0,,,,,,,,,,,,,,,,,105000.0
2024-12-02 05:00:00,171682800.0,20207200.0,23789100.0,12522400.0,48137100.0,16646900.0,8859700.0,2895600.0,1548500.0,1318600.0,354000.0,4325300.0,1955800.0,11574600.0,3823300.0,9770100.0,3098300.0,3278900.0,8530300.0,,,,,,,,,4765000.0,9925400.0,41206900.0,17859100.0,7411200.0,134814900.0,31240300.0,28440400.0,3072800.0,1037300.0,1597800.0,51214800.0,7560400.0,2276100.0,1601500.0,,
2024-12-02 23:00:00,,,,,,,,,,,,,,,,,,,,195477.0,164838.0,325355.0,2400757.0,,,,,,,,,,,,,,,,,,,,,
2024-12-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,67067810961.0,36839829742.0,8404095315.0,,,,,,,,,,,,,,,,,10800.0
2024-12-03 05:00:00,164414000.0,18302000.0,22248700.0,14907200.0,38861000.0,11217700.0,8917100.0,2782100.0,1716200.0,1166100.0,479600.0,6203500.0,1653900.0,12760500.0,2722900.0,11204800.0,2748900.0,2683900.0,13083700.0,,,,,,,,,3557800.0,14543600.0,30532400.0,12864300.0,5818600.0,78645700.0,24919200.0,20329100.0,4885700.0,804200.0,1470000.0,36700400.0,4657200.0,2322100.0,1392800.0,,
2024-12-03 23:00:00,,,,,,,,,,,,,,,,,,,,254503.0,106289.0,187648.0,2002647.0,,,,,,,,,,,,,,,,,,,,,
2024-12-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,77199817112.0,56799745752.0,6569129896.0,,,,,,,,,,,,,,,,,112500.0
2024-12-04 05:00:00,231224300.0,26009400.0,31615100.0,14697000.0,44383900.0,12761100.0,8906300.0,3871100.0,1193800.0,1056400.0,455000.0,3971800.0,1784700.0,17263100.0,2260600.0,9122100.0,2794600.0,6837900.0,8652000.0,,,,,,,,,4608600.0,22762400.0,23047100.0,38092700.0,5424900.0,52146000.0,28456700.0,17219600.0,2634000.0,660900.0,1660800.0,85910100.0,2461300.0,3639400.0,1336700.0,,
2024-12-04 23:00:00,,,,,,,,,,,,,,,,,,,,280622.0,239874.0,192874.0,2771330.0,,,,,,,,,,,,,,,,,,,,,
2024-12-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,149218945580.0,60568296606.0,8820663279.0,,,,,,,,,,,,,,,,,43100.0
2024-12-05 05:00:00,172621200.0,21697800.0,21356200.0,8081200.0,40033900.0,12483700.0,6398100.0,2423400.0,1291400.0,1159700.0,346900.0,4407100.0,2089400.0,77320400.0,3484000.0,9114200.0,3689000.0,4441600.0,7355400.0,,,,,,,,,4806200.0,16123000.0,19910400.0,23768300.0,7268600.0,91533000.0,62069800.0,28954000.0,2510600.0,624800.0,1122400.0,195550900.0,2727200.0,12808000.0,1560000.0,,
2024-12-05 23:00:00,,,,,,,,,,,,,,,,,,,,190868.0,197271.0,217191.0,2409518.0,,,,,,,,,,,,,,,,,,,,,
2024-12-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,94534772658.0,52853668566.0,6726557034.0,,,,,,,,,,,,,,,,,8100.0
2024-12-06 05:00:00,188505600.0,18821000.0,21462400.0,16935500.0,36870600.0,9672900.0,10503400.0,3047100.0,1331000.0,1129900.0,777500.0,4104800.0,1737300.0,36413200.0,2419700.0,8153700.0,3483500.0,4544700.0,11000900.0,,,,,,,,,3540700.0,13195500.0,19915400.0,15007800.0,13138200.0,133405400.0,85840800.0,19783600.0,2676700.0,1030200.0,1469700.0,218916400.0,2307900.0,7968500.0,1204400.0,,
2024-12-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,44177510897.0,22574636761.0,4003422914.0,,,,,,,,,,,,,,,,,
2024-12-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,44125751925.0,20943378971.0,3204778349.0,,,,,,,,,,,,,,,,,
2024-12-08 23:00:00,,,,,,,,,,,,,,,,,,,,539911.0,575669.0,257294.0,3661696.0,,,,,,,,,,,,,,,,,,,,,
2024-12-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,110676473908.0,57029832059.0,8610208198.0,,,,,,,,,,,,,,,,,29200.0
2024-12-09 05:00:00,189308600.0,19144400.0,25389600.0,11426000.0,44649200.0,9699700.0,20158000.0,3176000.0,1739800.0,1209100.0,462500.0,4933600.0,1855500.0,27602900.0,4004000.0,8512800.0,5459500.0,3653800.0,8924700.0,,,,,,,,,4711500.0,37481100.0,27871000.0,10535300.0,17469400.0,132073300.0,72783700.0,22414900.0,1812900.0,1417300.0,1628200.0,138448700.0,3010700.0,8676100.0,4561100.0,,
2024-12-09 23:00:00,,,,,,,,,,,,,,,,,,,,0.0,0.0,242972.0,2584331.0,,,,,,,,,,,,,,,,,,,,,
2024-12-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,104823780634.0,58416417599.0,8419973004.0,,,,,,,,,,,,,,,,,5000.0
2024-12-10 05:00:00,210020900.0,18469500.0,54813000.0,10938900.0,36914800.0,15307900.0,26502000.0,2695200.0,2251000.0,1215300.0,966800.0,4324900.0,1556800.0,23672900.0,2672100.0,9025000.0,5823000.0,4176000.0,10791100.0,,,,,,,,,4642000.0,43997000.0,12573000.0,9992900.0,6768400.0,248708800.0,88653500.0,25017800.0,3187000.0,2301900.0,1243500.0,89191400.0,3591800.0,4563600.0,2411800.0,,
2024-12-10 23:00:00,,,,,,,,,,,,,,,,,,,,260905.0,228182.0,376524.0,3060266.0,,,,,,,,,,,,,,,,,,,,,
2024-12-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,85391409936.0,35968053196.0,5615074058.0,,,,,,,,,,,,,,,,,28400.0
2024-12-11 05:00:00,184905200.0,19200200.0,67894100.0,10837200.0,45205800.0,9027600.0,13188700.0,3510900.0,1651600.0,1677400.0,556500.0,3629400.0,1903600.0,71089500.0,2114700.0,10024500.0,3118000.0,3016600.0,8678800.0,,,,,,,,,11033800.0,23582300.0,14544800.0,8326300.0,5116100.0,313253200.0,86306300.0,36443900.0,2136200.0,1392100.0,1546000.0,75342000.0,2729500.0,3651900.0,1926500.0,,
2024-12-11 23:00:00,,,,,,,,,,,,,,,,,,,,223440.0,556751.0,293811.0,2467219.0,,,,,,,,,,,,,,,,,,,,,
2024-12-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,72073983533.0,42971675764.0,4935392005.0,,,,,,,,,,,,,,,,,9700.0
2024-12-12 05:00:00,159211400.0,20834800.0,34817500.0,7474700.0,32777500.0,7944900.0,8154200.0,2823800.0,1804600.0,867000.0,412300.0,3519600.0,2344300.0,45673200.0,1991700.0,9630200.0,4413800.0,4863900.0,7009800.0,,,,,,,,,10149600.0,34794100.0,13386700.0,8666600.0,4123800.0,158723700.0,59150500.0,21879500.0,1654400.0,1057500.0,1352100.0,50333400.0,3077200.0,2708100.0,1118000.0,,
2024-12-12 23:00:00,,,,,,,,,,,,,,,,,,,,156837.0,326058.0,214647.0,1809598.0,,,,,,,,,,,,,,,,,,,,,
2024-12-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,56894751583.0,34895127659.0,4029626623.0,,,,,,,,,,,,,,,,,12200.0
2024-12-13 05:00:00,231514900.0,20177800.0,25143500.0,8453300.0,33155300.0,19477000.0,8351100.0,3059400.0,2034800.0,900700.0,384300.0,3019600.0,2951900.0,47325300.0,1925200.0,6403300.0,3750800.0,3144700.0,5308300.0,,,,,,,,,6602600.0,20326700.0,18758500.0,9340800.0,4759800.0,124453900.0,81275200.0,24677300.0,3312700.0,879000.0,1352500.0,159555400.0,2896400.0,3452900.0,1219600.0,,
2024-12-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,40422968793.0,28756190559.0,2925240730.0,,,,,,,,,,,,,,,,,
2024-12-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,51145914137.0,25069616984.0,2969473030.0,,,,,,,,,,,,,,,,,
2024-12-15 23:00:00,,,,,,,,,,,,,,,,,,,,219449.0,289190.0,385949.0,1940051.0,,,,,,,,,,,,,,,,,,,,,
2024-12-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,91020417816.0,46536359669.0,5071129914.0,,,,,,,,,,,,,,,,,10200.0
2024-12-16 05:00:00,237951100.0,23598800.0,44934900.0,10885600.0,51694800.0,15139300.0,9572000.0,3426200.0,1311100.0,956800.0,711000.0,6601500.0,2581300.0,38612400.0,2992600.0,8640100.0,3156900.0,3450100.0,7936900.0,,,,,,,,,3310000.0,9124900.0,19543700.0,13938000.0,6719500.0,229180900.0,163895300.0,42539400.0,2396600.0,907200.0,1556100.0,176989700.0,2502300.0,3376200.0,1552600.0,,
2024-12-16 23:00:00,,,,,,,,,,,,,,,,,,,,225910.0,0.0,284800.0,1691278.0,,,,,,,,,,,,,,,,,,,,,
2024-12-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,68589364868.0,35418700472.0,6445051900.0,,,,,,,,,,,,,,,,,14100.0
2024-12-17 05:00:00,259410300.0,22733500.0,43504000.0,12897800.0,51356400.0,11169400.0,8940200.0,3924800.0,2138700.0,1357100.0,480500.0,5633400.0,2050200.0,35025500.0,3738000.0,7752600.0,3681900.0,3040800.0,7785400.0,,,,,,,,,4421300.0,17504700.0,15278000.0,14294800.0,7007100.0,222464200.0,174215700.0,31560500.0,1982700.0,1542200.0,1537400.0,97825300.0,1983900.0,3478400.0,1376400.0,,
2024-12-17 23:00:00,,,,,,,,,,,,,,,,,,,,105092.0,168000.0,234776.0,1299612.0,,,,,,,,,,,,,,,,,,,,,
2024-12-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,93865656139.0,48946681636.0,6888988933.0,,,,,,,,,,,,,,,,,14600.0
2024-12-18 05:00:00,277444500.0,24444500.0,34166100.0,17075500.0,56774100.0,14721100.0,8817900.0,3354200.0,2820700.0,1423600.0,584500.0,4849200.0,2725300.0,46736700.0,3905900.0,15219300.0,3947600.0,4983300.0,50038700.0,,,,,,,,,8015800.0,27794500.0,21660900.0,17637600.0,8187900.0,280366600.0,214157600.0,37488600.0,13108500.0,1766500.0,1320000.0,157853900.0,3082200.0,3247400.0,1915200.0,,
2024-12-18 23:00:00,,,,,,,,,,,,,,,,,,,,184494.0,243394.0,399965.0,1538640.0,,,,,,,,,,,,,,,,,,,,,
